# n ord_us dc_us
2 0.169 0.173
4 0.189 0.276
8 0.297 0.939
16 1.129 6.449
32 7.209 48.246
64 53.779 378.115
128 429.321 3349.650
256 1919.905 17569.088
512 15175.201 114448.588
1024 122280.725 913606.065
2048 989200.658 7729399.095
4096 13134099.235 60799316.782
