# n ord_us st_us
2 0.626 1.106
4 0.654 0.911
8 0.854 3.249
16 3.626 21.214
32 23.390 160.431
64 176.336 1281.873
128 1726.132 9159.682
256 12875.953 38602.631
512 25281.103 145465.359
1024 219182.414 1019521.551
2048 1790500.719 7120791.073
4096 19470201.742 50281708.784
